SNR,absolute_scale_status,cadence_k,cadence_over_tau_relax,candidate_support_status,cell_id,complexity_unsupported,conditional_intervention_error_L,conditional_intervention_error_N,conditional_prediction_error_L,conditional_prediction_error_N,cumulative_drawdown_error,edge_f1,estimability_rate_L,estimability_rate_N,estimability_rate_S,false_edge_rate,fit_failure_rate_L,fit_failure_rate_N,forcing_confounding,head_missing_fraction,hydraulic_memory_regime,local_response_status,model,network_dynamics_status,network_strength,observed_node_fraction,placebo_false_effect_rate,pumping_quality,pumping_scale_known,recharge_lag,recharge_quality,scenario,spatial_forcing_useful,strong_edge_undirected_f1,supported_complexity_status,vulnerability_rank_metric
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_missing_x_obsnodes_0p5_1p0,True,0.84383550335167,nan,0.6175244840275194,nan,0.666752838439328,nan,0.9333333333333333,0.0,0.9333333333333333,nan,0.0,0.0,0.3,0.5,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_estimable,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,nan,local_response_not_identified,0.84383550335167
2.0,absolute_intervention_scale_unsupported,4,0.1999999999999995,nested_or_na,GRID_grid_coupling_x_snr_LOW_2,False,0.8837957862879373,0.8451013287852636,1.9802262664306545,2.051517027576666,0.8257403515944539,0.6666666666666665,1.0,1.0,1.0,0.9666666666666667,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,LOW,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.6666666666666665,local_response_not_identified,0.8837957862879373
5.0,absolute_intervention_scale_unsupported,4,0.1999999999999995,nested_or_na,GRID_grid_coupling_x_snr_LOW_5,False,0.8159476539441637,0.7155155510105544,0.9475253770467125,0.9923575718130917,0.699764327230258,0.6666666666666665,1.0,1.0,1.0,0.9666666666666667,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,LOW,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.6666666666666665,local_response_not_identified,0.8159476539441637
10.0,absolute_intervention_scale_unsupported,4,0.1999999999999995,nested_or_na,GRID_grid_coupling_x_snr_LOW_10,False,0.7740166753977622,0.674132723842421,0.60959744687774,0.6237724777281308,0.5954670013470131,0.6333333333333333,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,LOW,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,True,0.6333333333333333,local_response_not_identified,0.7740166753977622
20.0,absolute_intervention_scale_unsupported,4,0.1999999999999995,nested_or_na,GRID_grid_coupling_x_snr_LOW_20,False,0.7563936119098997,0.6710887400067286,0.46622778677481536,0.48833253436238944,0.5282186225931128,0.5714285714285715,1.0,1.0,1.0,0.75,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,LOW,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,True,0.5714285714285715,local_response_not_identified,0.7563936119098997
2.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_coupling_x_snr_MED_2,False,0.9359861076000889,0.9407517057440502,1.6437563827048247,1.7275540621143741,0.8802961007476894,0.6666666666666665,1.0,1.0,1.0,0.95,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_not_earned,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.6666666666666665,local_response_not_identified,0.9359861076000889
5.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_coupling_x_snr_MED_5,False,0.8851601711232542,0.7710073711138783,0.7979642011299799,0.8053850597558253,0.7579705900059982,0.75,1.0,1.0,1.0,0.8833333333333333,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.75,local_response_not_identified,0.8851601711232542
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_coupling_x_snr_MED_10,False,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,0.6423191879513284,0.7272727272727273,1.0,1.0,1.0,0.8,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.7272727272727273,local_response_not_identified,0.849709637254372
20.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_coupling_x_snr_MED_20,False,0.8311926143699038,0.7467198275027528,0.40394811853454493,0.4177072476076901,0.5741507709263561,0.7386363636363636,1.0,1.0,1.0,0.7,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,True,0.7386363636363636,local_response_not_identified,0.8311926143699038
2.0,absolute_intervention_scale_unsupported,4,0.19999999999999807,nested_or_na,GRID_grid_coupling_x_snr_HIGH_2,False,0.9578128735628021,0.9102793309258979,1.6230277627512775,1.6416689928213284,0.8911091129606195,0.923076923076923,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,HIGH,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.923076923076923,local_response_not_identified,0.9578128735628021
5.0,absolute_intervention_scale_unsupported,4,0.19999999999999807,nested_or_na,GRID_grid_coupling_x_snr_HIGH_5,False,0.9313030803322512,0.7840735349072137,0.8080578777273051,0.8006191999484699,0.8081822856151836,0.923076923076923,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,HIGH,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.923076923076923,local_response_not_identified,0.9313030803322512
10.0,absolute_intervention_scale_unsupported,4,0.19999999999999807,nested_or_na,GRID_grid_coupling_x_snr_HIGH_10,False,0.9143245224027869,0.750481795245964,0.5509180227653472,0.5517833660832989,0.7272083703691196,0.8782051282051282,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,HIGH,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,False,0.8782051282051282,local_response_not_identified,0.9143245224027869
20.0,absolute_intervention_scale_unsupported,4,0.19999999999999807,nested_or_na,GRID_grid_coupling_x_snr_HIGH_20,False,0.9026496607465246,0.7331902250484559,0.4557989715319326,0.4688191471018486,0.6606801352290659,0.8333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,HIGH,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S5,True,0.8333333333333333,local_response_not_identified,0.9026496607465246
10.0,absolute_intervention_scale_unsupported,4,0.1999999999999995,nested_or_na,GRID_grid_candsupport_x_coupling_nested_LOW,False,0.7740166753977622,0.674132723842421,0.60959744687774,0.6237724777281308,0.5954670013470131,0.6333333333333333,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,LOW,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S9,True,0.6333333333333333,local_response_not_identified,0.7740166753977622
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000043,nested_or_na,GRID_grid_candsupport_x_coupling_nested_MED,False,0.849709637254372,0.7326996062141401,0.5169733385739854,0.5179865236116052,0.6423191879513284,0.7272727272727273,1.0,1.0,1.0,0.8,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S9,False,0.7272727272727273,local_response_not_identified,0.849709637254372
10.0,absolute_intervention_scale_unsupported,4,0.19999999999999807,nested_or_na,GRID_grid_candsupport_x_coupling_nested_HIGH,False,0.9143245224027869,0.750481795245964,0.5509180227653472,0.5517833660832989,0.7272083703691196,0.8782051282051282,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,HIGH,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S9,False,0.8782051282051282,local_response_not_identified,0.9143245224027869
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000231,misspecified,GRID_grid_candsupport_x_coupling_misspecified_LOW,False,0.8388788092620808,0.78645613912253,0.6422198865303834,0.6784878967617067,0.5831212733812046,0.6,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,LOW,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S9,False,0.6,local_response_not_identified,0.8388788092620808
10.0,absolute_intervention_scale_unsupported,4,0.20000000000000231,misspecified,GRID_grid_candsupport_x_coupling_misspecified_MED,False,0.9047843577209063,0.8737391424593139,0.5621431170925306,0.5904933968590734,0.6682391921682826,0.6666666666666665,1.0,1.0,1.0,0.8,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,MED,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S9,False,0.6666666666666665,local_response_not_identified,0.9047843577209063
10.0,absolute_intervention_scale_unsupported,4,0.2000000000000009,misspecified,GRID_grid_candsupport_x_coupling_misspecified_HIGH,False,0.8958152310173484,0.7742808858923481,0.5876609176306278,0.5926115169830204,0.7226106761566018,0.7272727272727272,1.0,1.0,1.0,0.9,0.0,0.0,0.3,0.1,MED,local_response_not_identified,ladder_B0_L_S_N,network_dynamics_supported_in_this_cell_only,HIGH,1.0,nan,P-MULTNOISE,True,0,R-NOISE,S9,True,0.7272727272727272,local_response_not_identified,0.8958152310173484
