cell_id,conditional_nire_h26_median,conditional_rmse_median,estimability_rate,fit_failure_rate,model,n_estimated,n_fit_failed,n_not_estimable,n_replicates,not_estimable_rate,scenario
GRID_grid_recharge_x_confounding_RNOISELAG_0p0,0.8549531625108011,0.6143137096084605,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p0,0.8993110305037691,0.6225185000524899,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p0,0.8009167219087115,0.6408154102837412,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p3,1.0,0.6446839837297764,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p3,0.8446289692989981,0.5781389077015908,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p3,0.8781311874093636,0.5858168868368878,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p3,0.8046434534707525,0.6007057638486374,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p6,1.0,0.6042394763287363,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p6,0.8334285899092599,0.536738042447525,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p6,0.8927889471842678,0.5484511220793165,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p6,0.8030602649290837,0.55963504181028,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p9,1.0,0.5631866810609172,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p9,0.8268839184607644,0.49083135037514614,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p9,0.8783357147914277,0.5017110411666426,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISELAG_0p9,0.7688718631638916,0.5146384799599105,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p0,1.0,0.6796530724438712,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p0,0.8576787158394541,0.558523115479874,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p0,0.9076072008573178,0.5651297017354602,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p0,0.7624843587531576,0.5615057905234553,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p3,1.0,0.6446839837297764,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p3,0.849709637254372,0.5169733385739854,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p3,0.8886819556514698,0.524289693789086,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p3,0.7326996062141401,0.5179865236116052,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p6,1.0,0.6042394763287363,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p6,0.8393923006131756,0.4683125942198314,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p6,0.8689739872456048,0.4751861907126269,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p6,0.7183797213043981,0.47567775575000043,1.0,0.0,N,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p9,1.0,0.5631866810609172,1.0,0.0,B0,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p9,0.8280881348930988,0.4117959603991883,1.0,0.0,L,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p9,0.8403744090641819,0.4278489284865794,1.0,0.0,S,60,0,0,60,0.0,S3
GRID_grid_recharge_x_confounding_RNOISE_0p9,0.6957969589243689,0.43040453368668774,1.0,0.0,N,60,0,0,60,0.0,S3
R_S4_bridge,1.0,0.30795634343703937,1.0,0.0,B0,60,0,0,60,0.0,S4
R_S4_bridge,0.8555984288387131,0.21807253104526148,1.0,0.0,L,60,0,0,60,0.0,S4
R_S4_bridge,0.8609789320815591,0.2173399605244742,1.0,0.0,S,60,0,0,60,0.0,S4
R_S4_bridge,0.3921731317768599,0.20482839649709672,1.0,0.0,N,60,0,0,60,0.0,S4
R_S5_bridge,1.0,0.7672177940829585,1.0,0.0,B0,60,0,0,60,0.0,S5
R_S5_bridge,0.8790094444728378,0.6165222380111088,1.0,0.0,L,60,0,0,60,0.0,S5
R_S5_bridge,1.1257886194690578,0.6330838481732679,1.0,0.0,S,60,0,0,60,0.0,S5
R_S5_bridge,0.8006952206977105,0.6761765129426554,1.0,0.0,N,60,0,0,60,0.0,S5
R_S7_delayed,1.0,0.6437281697658959,1.0,0.0,B0,60,0,0,60,0.0,S7
R_S7_delayed,0.84933217339489,0.5254040426024746,1.0,0.0,L,60,0,0,60,0.0,S7
R_S7_delayed,0.9025849557989747,0.538510937995992,1.0,0.0,S,60,0,0,60,0.0,S7
R_S7_delayed,0.7474400241873349,0.5230371049659724,1.0,0.0,N,60,0,0,60,0.0,S7
R_S7_effmismatch,1.0,0.6097382896663479,1.0,0.0,B0,60,0,0,60,0.0,S7
R_S7_effmismatch,0.8421528607912583,0.4963469449204722,1.0,0.0,L,60,0,0,60,0.0,S7
R_S7_effmismatch,0.8498922437951139,0.5120650113702803,1.0,0.0,S,60,0,0,60,0.0,S7
R_S7_effmismatch,0.7673840249332062,0.5046133556013659,1.0,0.0,N,60,0,0,60,0.0,S7
R_S7_latentclimate,1.0,0.9452585192583562,1.0,0.0,B0,60,0,0,60,0.0,S7
R_S7_latentclimate,0.8290159927664478,0.6090097233090865,1.0,0.0,L,60,0,0,60,0.0,S7
R_S7_latentclimate,0.9779158945446101,0.5869209763415633,1.0,0.0,S,60,0,0,60,0.0,S7
R_S7_latentclimate,0.7645932132509716,0.6183797636468276,1.0,0.0,N,60,0,0,60,0.0,S7
R_S7_nonlin,1.0,0.5709885771505432,1.0,0.0,B0,60,0,0,60,0.0,S7
R_S7_nonlin,0.8484541905598866,0.4570312142077471,1.0,0.0,L,60,0,0,60,0.0,S7
R_S7_nonlin,0.850096544194729,0.47095248313407556,1.0,0.0,S,60,0,0,60,0.0,S7
R_S7_nonlin,0.7562223338262272,0.4636044077531807,1.0,0.0,N,60,0,0,60,0.0,S7
R_S9_hidden,1.0,0.6908972459552862,1.0,0.0,B0,60,0,0,60,0.0,S9
R_S9_hidden,0.9047843577209063,0.5621431170925306,1.0,0.0,L,60,0,0,60,0.0,S9
R_S9_hidden,0.9842416890987993,0.5749936195527197,1.0,0.0,S,60,0,0,60,0.0,S9
R_S9_hidden,0.8737391424593139,0.5904933968590734,1.0,0.0,N,60,0,0,60,0.0,S9
