site_code,measurement_datetime,reporting_organization,collecting_organization,dwr_source,usable_head,independence_class,rationale,count_as_distinct_sensor_record,do_not_duplicate_against_ocwd
337856N1178834W003,2003-01-31 10:35:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2002-06-24 14:50:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2002-04-17 10:48:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2002-02-13 15:37:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2001-11-06 14:05:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2001-09-24 11:14:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2001-05-30 09:29:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2001-04-12 10:44:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2001-01-31 14:24:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2000-10-27 16:23:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2000-09-26 10:23:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2000-07-27 10:07:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2000-05-19 09:56:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2000-03-06 10:27:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,2000-01-13 09:53:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1999-11-01 07:47:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1999-09-30 10:01:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1999-06-10 10:51:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1999-01-12 12:35:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1998-10-29 14:52:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1998-09-30 13:15:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1998-07-17 10:05:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1998-05-29 10:25:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1998-03-31 12:50:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1998-01-20 10:20:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1997-11-03 09:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1997-09-09 12:57:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1997-06-14 09:38:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1997-05-05 11:42:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1997-02-13 09:03:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1996-11-06 12:46:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1996-10-01 09:21:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1996-08-29 12:45:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1995-06-13 10:48:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1995-03-24 14:33:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1995-01-18 09:22:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1994-10-27 14:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1994-09-22 10:52:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1994-07-19 14:22:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1994-05-24 11:48:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1994-03-30 09:07:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1994-01-04 13:53:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1993-10-26 12:45:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1993-08-12 13:07:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1993-06-10 13:55:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1993-04-28 10:06:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1993-04-02 13:35:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1993-01-20 15:09:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1992-11-04 13:43:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1992-10-01 08:55:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1992-07-28 10:47:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1992-05-27 12:13:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1992-03-19 16:25:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1992-01-08 10:32:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1991-10-22 17:13:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1991-08-22 17:01:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1991-07-02 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1991-05-24 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1991-04-16 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1991-03-06 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1991-02-12 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1991-01-07 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1990-11-28 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1990-10-29 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1990-09-11 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1990-08-07 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1990-06-20 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1990-05-10 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1990-04-10 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1990-03-06 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1990-02-06 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1990-01-07 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1989-12-01 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1989-10-21 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1989-08-02 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1989-06-29 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1989-05-23 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1989-04-21 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1989-03-21 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1989-02-14 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1989-01-06 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1988-12-19 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1988-11-18 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1988-10-31 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1988-09-22 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1178834W003,1988-08-12 12:00:00,Orange County Water District - 8-001,Orange County Water District - 8-001,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1999-10-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1998-10-27 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1997-10-31 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1996-11-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1995-11-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1994-10-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1992-11-04 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1991-11-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1986-10-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1986-09-02 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1986-05-06 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1986-02-20 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1985-11-05 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1985-08-17 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1985-05-07 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1985-02-14 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1984-11-01 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1984-09-06 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1984-05-17 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1984-02-16 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1983-11-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1983-08-17 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1983-06-14 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
337856N1179996W001,1983-05-11 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1983-02-10 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1982-11-04 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1982-07-28 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1982-04-29 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1982-01-29 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1981-11-09 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1981-08-06 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1981-02-06 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1980-10-28 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1980-08-26 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1980-06-10 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1980-02-07 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1979-11-16 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1979-08-01 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1979-05-03 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1979-02-05 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1978-11-03 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1973-10-31 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1973-09-06 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
337856N1179996W001,1973-05-09 00:00:00,Department of Water Resources,United States Geological Survey,DWR_DISCRETE,True,INDEPENDENT_AGENCY_OBSERVATION,collector explicitly identifies DWR or USGS,True,False
