site_code,latitude_numeric,longitude_numeric,easting_m,northing_m,spatial_fold,coordinate_source,input_crs,projected_crs,fold_inputs,k,random_state,n_init
338556N1180264W001,33.855580,-118.026440,405048.435315,3746617.017254,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338556N1180264W002,33.855580,-118.026440,405048.435315,3746617.017254,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338556N1180264W003,33.855580,-118.026440,405048.435315,3746617.017254,1,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338560N1177752W001,33.856000,-117.775200,428290.552079,3746459.996814,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338586N1179851W001,33.858600,-117.985100,408875.976534,3746914.476601,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338614N1178482W001,33.861400,-117.848200,421542.485688,3747112.050809,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338628N1179046W001,33.862800,-117.904600,416326.756423,3747311.751451,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338629N1178426W001,33.862900,-117.842600,422061.856465,3747274.111978,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338637N1178016W001,33.863700,-117.801600,425855.030348,3747332.492700,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338638N1178430W001,33.863800,-117.843000,422025.674755,3747374.207388,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338642N1178978W001,33.864160,-117.897840,416953.376029,3747457.068398,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338642N1178978W002,33.864160,-117.897840,416953.376029,3747457.068398,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338642N1178978W003,33.864160,-117.897840,416953.376029,3747457.068398,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338642N1178979W001,33.864200,-117.897900,416947.864828,3747461.552096,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338649N1178024W001,33.864910,-117.802350,425786.703436,3747467.198281,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338650N1178151W001,33.865000,-117.815100,424607.442194,3747486.454013,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338660N1177636W001,33.866000,-117.763600,429371.862236,3747560.761221,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338664N1178426W001,33.866400,-117.842600,422065.036918,3747662.192529,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338687N1177945W001,33.868700,-117.794500,426516.053924,3747881.793612,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338689N1177095W001,33.868900,-117.709500,434378.088264,3747846.461231,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338715N1177476W001,33.871500,-117.747600,430856.227525,3748159.720652,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338715N1177943W001,33.871500,-117.794300,426536.951363,3748192.113950,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338715N1179765W001,33.871480,-117.976460,409688.790299,3748335.010064,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338739N1180037W001,33.873900,-118.003700,407171.929746,3748627.612039,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338753N1176971W001,33.875300,-117.697100,435529.802762,3748548.239782,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338757N1176952W001,33.875700,-117.695200,435705.824540,3748591.401234,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338764N1176943W001,33.876400,-117.694300,435789.585063,3748668.453854,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338774N1176944W001,33.877400,-117.694400,435781.085754,3748779.395235,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338882N1179587W001,33.888200,-117.958700,411348.737538,3750173.491315,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338942N1178371W001,33.894200,-117.837100,422598.871886,3750740.511149,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338949N1178365W001,33.894900,-117.836500,422654.983419,3750817.675691,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338950N1178370W001,33.895000,-117.837000,422608.841172,3750829.140312,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338950N1178554W001,33.891360,-117.854550,420982.720837,3750438.893989,5,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
338970N1179254W001,33.897020,-117.925400,414436.910966,3751123.234126,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
339164N1179704W001,33.916400,-117.970400,410296.338209,3753310.529153,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
339209N1179218W001,33.920900,-117.921800,414793.547783,3753768.099622,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
339268N1179326W001,33.926800,-117.932600,413801.161314,3754431.321194,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
339294N1179481W002,33.929400,-117.948100,412371.132873,3754732.740592,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
339297N1179071W001,33.929700,-117.907100,416161.006234,3754731.757243,3,DWR_OCWD_WELL_MASTER authoritative DWR periodic coordinates,EPSG:4269 NAD83,EPSG:26911 NAD83 / UTM zone 11N,easting_m|northing_m,5,20260904,50
