issue_type,root_cause_class,root_cause_id,severity,year,month,plant_name,camd_facility_id,camd_unit_id,eia_plant_id,eia_generator_id,eia_boiler_id,mapping_cardinality,match_method,match_type,source_a,value_a,source_b,value_b,difference,ratio,reason_flagged,agent_interpretation,confidence,recommended_action,needs_manual_review
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,10.0,Beaver,,,8073,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,10.0,Hermiston,,,54761,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,10.0,Klamath Cogeneration Project,,,55103,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,10.0,Hermiston Power Plant,,,55328,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,10.0,Port Westward,,,56227,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,11.0,Boardman,,,6106,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,11.0,Coyote Springs,,,7931,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,11.0,Beaver,,,8073,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,11.0,Hermiston,,,54761,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,11.0,Klamath Cogeneration Project,,,55103,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,11.0,Hermiston Power Plant,,,55328,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,11.0,Port Westward,,,56227,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,12.0,Boardman,,,6106,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,12.0,Coyote Springs,,,7931,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,12.0,Beaver,,,8073,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,12.0,Hermiston,,,54761,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,12.0,Klamath Cogeneration Project,,,55103,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,12.0,Hermiston Power Plant,,,55328,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_units_not_comparable,coverage_limitation,sched8_2011_2012_flow_rate_units,low,2012,12.0,Port Westward,,,56227,,,,,,EIA-923 Schedule 8 native rates,2011-2012 Schedule 8 flow rates are not converted; units are not defensibly the same as 2013+ gpm / million-gallon volumes,standardized million-gallon cooling product,water_m3 left missing,,,2011-2012 Schedule 8 flow-rate units are not converted,Documented coverage limitation. Native rates are retained; m3 was not invented.,high,Keep water m3 missing. Do not apply an unreviewed cfs/gpm conversion.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,1.0,Boardman,,,6106,,,,,,Schedule 8 water_withdrawal_m3,36770218.17141658,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,1.0,Coyote Springs,,,7931,,,,,,Schedule 8 water_withdrawal_m3,76453.961801448,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,1.0,Beaver,,,8073,,,,,,Schedule 8 water_withdrawal_m3,242.266354176,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,1.0,Hermiston,,,54761,,,,,,Schedule 8 water_withdrawal_m3,183936.943996344,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,1.0,Klamath Cogeneration Project,,,55103,,,,,,Schedule 8 water_withdrawal_m3,284303.35203732003,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,1.0,Hermiston Power Plant,,,55328,,,,,,Schedule 8 water_withdrawal_m3,271875.845150448,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,1.0,Port Westward,,,56227,,,,,,Schedule 8 water_withdrawal_m3,135949.278810576,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,2.0,Boardman,,,6106,,,,,,Schedule 8 water_withdrawal_m3,33211809.961279485,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,2.0,Coyote Springs,,,7931,,,,,,Schedule 8 water_withdrawal_m3,82548.474773688,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,2.0,Hermiston,,,54761,,,,,,Schedule 8 water_withdrawal_m3,175453.8361884,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,2.0,Klamath Cogeneration Project,,,55103,,,,,,Schedule 8 water_withdrawal_m3,290431.933715616,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,2.0,Hermiston Power Plant,,,55328,,,,,,Schedule 8 water_withdrawal_m3,251570.896341072,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,2.0,Port Westward,,,56227,,,,,,Schedule 8 water_withdrawal_m3,147721.909458816,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,3.0,Boardman,,,6106,,,,,,Schedule 8 water_withdrawal_m3,36720795.83516467,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,3.0,Coyote Springs,,,7931,,,,,,Schedule 8 water_withdrawal_m3,105628.130420736,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,3.0,Beaver,,,8073,,,,,,Schedule 8 water_withdrawal_m3,541.313885112,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,3.0,Hermiston,,,54761,,,,,,Schedule 8 water_withdrawal_m3,217812.59405136,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,3.0,Klamath Cogeneration Project,,,55103,,,,,,Schedule 8 water_withdrawal_m3,301844.950244376,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,3.0,Hermiston Power Plant,,,55328,,,,,,Schedule 8 water_withdrawal_m3,315177.170547624,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,3.0,Port Westward,,,56227,,,,,,Schedule 8 water_withdrawal_m3,136024.987046256,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,4.0,Boardman,,,6106,,,,,,Schedule 8 water_withdrawal_m3,23723175.650328,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,4.0,Coyote Springs,,,7931,,,,,,Schedule 8 water_withdrawal_m3,36211.249125744005,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,4.0,Hermiston,,,54761,,,,,,Schedule 8 water_withdrawal_m3,173765.542532736,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,4.0,Klamath Cogeneration Project,,,55103,,,,,,Schedule 8 water_withdrawal_m3,175359.2008938,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,4.0,Hermiston Power Plant,,,55328,,,,,,Schedule 8 water_withdrawal_m3,231508.213885872,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,4.0,Port Westward,,,56227,,,,,,Schedule 8 water_withdrawal_m3,36328.596891048,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,5.0,Boardman,,,6106,,,,,,Schedule 8 water_withdrawal_m3,12256682.609295432,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,5.0,Coyote Springs,,,7931,,,,,,Schedule 8 water_withdrawal_m3,60324.322189824,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,5.0,Beaver,,,8073,,,,,,Schedule 8 water_withdrawal_m3,431.536943376,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,5.0,Hermiston,,,54761,,,,,,Schedule 8 water_withdrawal_m3,148441.137697776,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,5.0,Hermiston Power Plant,,,55328,,,,,,Schedule 8 water_withdrawal_m3,115837.386002184,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,5.0,Port Westward,,,56227,,,,,,Schedule 8 water_withdrawal_m3,69564.512354568,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,6.0,Boardman,,,6106,,,,,,Schedule 8 water_withdrawal_m3,35584082.10137088,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,6.0,Coyote Springs,,,7931,,,,,,Schedule 8 water_withdrawal_m3,25195.700834304,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,6.0,Beaver,,,8073,,,,,,Schedule 8 water_withdrawal_m3,624.59294436,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,6.0,Hermiston,,,54761,,,,,,Schedule 8 water_withdrawal_m3,132784.67455915202,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,6.0,Klamath Cogeneration Project,,,55103,,,,,,Schedule 8 water_withdrawal_m3,197995.96336212,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,6.0,Hermiston Power Plant,,,55328,,,,,,Schedule 8 water_withdrawal_m3,199396.5657222,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,6.0,Port Westward,,,56227,,,,,,Schedule 8 water_withdrawal_m3,73183.36602007199,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
cooling_schedule8_generation_left_missing,expected_missingness,sched8_2013_generation_left_nan,low,2013,7.0,Boardman,,,6106,,,,,,Schedule 8 water_withdrawal_m3,1186075.5034571518,cooling-associated generation_mwh,NaN by design (Schedule 8 has no cooling-associated generation fields),,,2013 Schedule 8 generation_mwh left missing deliberately,Expected missingness. Intensity is not computed. EIA-923 plant generation is not substituted.,high,Do not divide 2013 Schedule 8 water by EIA-923 plant generation.,False
